time,device_id,bus_voltage_V,current_mA,electrode_V,soil_humidity_V,target_current_mA
2026-05-16 19:00:13.252931+00:00,001,2.24,25.75,1.64,0.782,25.0
2026-05-16 19:00:43.272181+00:00,001,2.28,25.96,1.616,0.779,25.0
2026-05-16 19:01:13.268044+00:00,001,2.17,22.98,1.621,0.783,25.0
2026-05-16 19:01:43.287074+00:00,001,2.22,24.47,1.611,0.783,25.0
2026-05-16 19:02:13.300655+00:00,001,2.21,22.98,1.611,0.781,25.0
2026-05-16 19:02:43.308699+00:00,001,2.23,24.04,1.589,0.779,25.0
2026-05-16 19:03:13.325928+00:00,001,2.28,26.17,1.629,0.782,25.0
2026-05-16 19:03:43.332890+00:00,001,2.18,23.83,1.615,0.78,25.0
2026-05-16 19:04:13.349381+00:00,001,2.28,26.39,1.643,0.782,25.0
2026-05-16 19:04:43.365232+00:00,001,2.27,25.75,1.606,0.785,25.0
2026-05-16 19:05:13.365982+00:00,001,2.27,25.96,1.615,0.783,25.0
2026-05-16 19:05:43.366912+00:00,001,2.28,25.75,1.644,0.783,25.0
2026-05-16 19:06:13.379237+00:00,001,2.3,26.6,1.642,0.785,25.0
2026-05-16 19:06:43.377106+00:00,001,2.28,25.75,1.613,0.783,25.0
2026-05-16 19:07:13.380983+00:00,001,2.28,25.96,1.626,0.784,25.0
2026-05-16 19:07:43.389972+00:00,001,2.2,24.47,1.621,0.786,25.0
2026-05-16 19:08:13.400702+00:00,001,2.27,25.75,1.597,0.779,25.0
2026-05-16 19:08:43.410697+00:00,001,2.21,23.62,1.626,0.782,25.0
2026-05-16 19:09:13.424141+00:00,001,2.28,25.96,1.608,0.783,25.0
2026-05-16 19:09:43.430167+00:00,001,2.2,22.98,1.633,0.781,25.0
2026-05-16 19:10:13.435717+00:00,001,2.29,26.17,1.616,0.782,25.0
2026-05-16 19:10:43.463729+00:00,001,2.24,24.26,1.56,0.782,25.0
2026-05-16 19:11:13.481103+00:00,001,2.28,25.75,1.627,0.784,25.0
2026-05-16 19:11:43.478934+00:00,001,2.28,25.75,1.596,0.782,25.0
2026-05-16 19:12:13.483788+00:00,001,2.29,26.17,1.629,0.784,25.0
2026-05-16 19:12:43.494484+00:00,001,2.28,25.96,1.631,0.78,25.0
2026-05-16 19:13:13.517691+00:00,001,2.28,26.17,1.615,0.782,25.0
2026-05-16 19:13:43.531985+00:00,001,2.28,21.49,1.584,0.782,25.0
2026-05-16 19:14:13.549393+00:00,001,2.26,25.75,1.615,0.784,25.0
2026-05-16 19:14:43.551105+00:00,001,2.28,26.39,1.581,0.783,25.0
2026-05-16 19:15:13.553725+00:00,001,2.28,26.39,1.61,0.782,25.0
2026-05-16 19:15:43.556733+00:00,001,2.28,26.17,1.584,0.781,25.0
2026-05-16 19:16:13.572522+00:00,001,2.29,26.17,1.605,0.785,25.0
2026-05-16 19:16:43.580670+00:00,001,2.28,25.96,1.559,0.782,25.0
2026-05-16 19:17:13.593582+00:00,001,2.28,26.17,1.629,0.782,25.0
2026-05-16 19:17:43.597770+00:00,001,2.28,25.96,1.587,0.782,25.0
2026-05-16 19:18:13.725108+00:00,001,2.35,28.09,1.596,0.782,25.0
2026-05-16 19:18:43.611995+00:00,001,2.17,22.13,1.589,0.783,25.0
2026-05-16 19:19:13.624643+00:00,001,2.28,25.96,1.63,0.781,25.0
2026-05-16 19:19:43.636053+00:00,001,2.28,25.75,1.596,0.782,25.0
2026-05-16 19:20:13.648419+00:00,001,2.13,21.49,1.667,0.782,25.0
2026-05-16 19:20:43.658854+00:00,001,2.16,22.77,1.616,0.781,25.0
2026-05-16 19:21:13.663336+00:00,001,2.28,25.96,1.574,0.779,25.0
2026-05-16 19:21:43.673464+00:00,001,2.33,27.45,1.568,0.784,25.0
2026-05-16 19:22:13.688115+00:00,001,2.21,24.47,1.642,0.781,25.0
2026-05-16 19:22:43.692863+00:00,001,2.28,25.96,1.612,0.783,25.0
2026-05-16 19:23:13.695078+00:00,001,2.29,26.6,1.612,0.783,25.0
2026-05-16 19:23:43.701105+00:00,001,2.28,25.96,1.605,0.781,25.0
2026-05-16 19:24:13.724276+00:00,001,2.17,22.98,1.601,0.781,25.0
2026-05-16 19:24:43.735729+00:00,001,2.23,24.26,1.633,0.782,25.0
2026-05-16 19:25:13.740933+00:00,001,2.28,25.96,1.579,0.781,25.0
2026-05-16 19:25:43.745058+00:00,001,2.28,25.96,1.621,0.781,25.0
2026-05-16 19:26:13.745746+00:00,001,2.2,24.26,1.615,0.781,25.0
2026-05-16 19:26:43.757423+00:00,001,2.17,22.55,1.586,0.78,25.0
2026-05-16 19:27:13.783396+00:00,001,2.21,24.04,1.62,0.784,25.0
2026-05-16 19:27:43.786322+00:00,001,2.2,24.04,1.621,0.781,25.0
2026-05-16 19:28:13.799663+00:00,001,2.18,23.62,1.633,0.783,25.0
2026-05-16 19:28:43.802719+00:00,001,2.28,26.17,1.622,0.784,25.0
2026-05-16 19:29:13.803874+00:00,001,2.28,25.96,1.58,0.783,25.0
2026-05-16 19:29:43.821536+00:00,001,2.2,23.19,1.618,0.785,25.0
2026-05-16 19:30:13.824844+00:00,001,2.2,24.26,1.657,0.784,25.0
2026-05-16 19:30:43.847475+00:00,001,2.33,27.67,1.56,0.782,25.0
2026-05-16 19:31:13.851849+00:00,001,2.28,25.96,1.606,0.781,25.0
2026-05-16 19:31:43.867824+00:00,001,2.28,26.6,1.615,0.785,25.0
2026-05-16 19:32:13.874000+00:00,001,2.2,24.04,1.617,0.786,25.0
2026-05-16 19:32:43.874082+00:00,001,2.28,26.39,1.593,0.781,25.0
2026-05-16 19:33:13.891844+00:00,001,2.2,26.17,1.626,0.782,25.0
2026-05-16 19:33:43.899298+00:00,001,2.21,24.47,1.618,0.781,25.0
2026-05-16 19:34:13.906146+00:00,001,2.19,23.83,1.61,0.779,25.0
2026-05-16 19:34:43.911460+00:00,001,2.28,25.96,1.611,0.781,25.0
2026-05-16 19:35:13.930713+00:00,001,2.28,26.39,1.627,0.78,25.0
2026-05-16 19:35:43.943428+00:00,001,2.21,23.41,1.643,0.783,25.0
2026-05-16 19:36:13.952951+00:00,001,2.28,26.17,1.63,0.781,25.0
2026-05-16 19:36:43.968712+00:00,001,2.15,22.34,1.635,0.783,25.0
2026-05-16 19:37:13.970903+00:00,001,2.28,25.96,1.636,0.782,25.0
2026-05-16 19:37:43.986378+00:00,001,2.22,24.47,1.652,0.784,25.0
2026-05-16 19:38:14.006721+00:00,001,2.17,22.34,1.633,0.785,25.0
2026-05-16 19:38:44.008649+00:00,001,2.23,24.9,1.609,0.783,25.0
2026-05-16 19:39:14.028844+00:00,001,2.28,26.39,1.633,0.784,25.0
2026-05-16 19:39:44.031490+00:00,001,2.28,25.96,1.617,0.782,25.0
2026-05-16 19:40:14.034166+00:00,001,2.28,25.96,1.614,0.782,25.0
2026-05-16 19:40:44.038165+00:00,001,2.29,26.6,1.63,0.782,25.0
2026-05-16 19:41:14.047319+00:00,001,2.28,25.96,1.624,0.782,25.0
2026-05-16 19:41:44.057975+00:00,001,2.28,25.96,1.622,0.784,25.0
2026-05-16 19:42:14.070423+00:00,001,2.28,25.96,1.607,0.781,25.0
2026-05-16 19:42:44.082771+00:00,001,2.28,26.17,1.624,0.782,25.0
2026-05-16 19:43:14.109234+00:00,001,2.28,26.17,1.634,0.783,25.0
2026-05-16 19:43:44.114724+00:00,001,2.26,25.75,1.648,0.781,25.0
2026-05-16 19:44:14.134046+00:00,001,2.28,26.39,1.604,0.781,25.0
2026-05-16 19:44:44.135067+00:00,001,2.13,21.49,1.58,0.78,25.0
2026-05-16 19:45:14.137605+00:00,001,2.14,21.49,1.572,0.779,25.0
2026-05-16 19:45:44.144463+00:00,001,2.28,26.6,1.63,0.78,25.0
2026-05-16 19:46:14.155588+00:00,001,2.28,26.17,1.615,0.78,25.0
2026-05-16 19:46:44.170144+00:00,001,2.23,24.68,1.629,0.781,25.0
2026-05-16 19:47:14.171970+00:00,001,2.13,21.49,1.636,0.783,25.0
2026-05-16 19:47:44.177588+00:00,001,2.18,22.55,1.576,0.78,25.0
2026-05-16 19:48:14.188950+00:00,001,2.28,26.17,1.573,0.78,25.0
2026-05-16 19:48:44.206231+00:00,001,2.28,26.6,1.623,0.783,25.0
2026-05-16 19:49:14.224757+00:00,001,2.28,25.96,1.619,0.783,25.0
2026-05-16 19:49:44.246332+00:00,001,2.33,27.67,1.575,0.781,25.0
2026-05-16 19:50:14.255943+00:00,001,2.13,21.27,1.585,0.779,25.0
2026-05-16 19:50:44.278891+00:00,001,2.28,25.75,1.632,0.782,25.0
2026-05-16 19:51:14.285440+00:00,001,2.19,22.98,1.573,0.783,25.0
2026-05-16 19:51:44.290214+00:00,001,2.28,25.75,1.607,0.781,25.0
2026-05-16 19:52:14.296758+00:00,001,2.28,25.75,1.624,0.783,25.0
2026-05-16 19:52:44.310074+00:00,001,2.14,21.49,1.579,0.781,25.0
2026-05-16 19:53:14.322643+00:00,001,2.28,26.39,1.629,0.782,25.0
2026-05-16 19:53:44.317925+00:00,001,2.22,24.47,1.609,0.782,25.0
2026-05-16 19:54:14.321378+00:00,001,2.15,21.91,1.57,0.781,25.0
2026-05-16 19:54:44.336370+00:00,001,2.17,22.98,1.629,0.781,25.0
2026-05-16 19:55:14.354230+00:00,001,2.28,26.17,1.577,0.784,25.0
2026-05-16 19:55:44.358818+00:00,001,2.19,23.19,1.653,0.782,25.0
2026-05-16 19:56:14.360868+00:00,001,2.28,26.17,1.582,0.782,25.0
2026-05-16 19:56:44.380228+00:00,001,2.22,24.04,1.629,0.779,25.0
2026-05-16 19:57:14.383229+00:00,001,2.18,23.83,1.62,0.782,25.0
2026-05-16 19:57:44.390074+00:00,001,2.17,23.41,1.64,0.784,25.0
2026-05-16 19:58:14.413519+00:00,001,2.14,21.49,1.584,0.78,25.0
2026-05-16 19:58:44.411092+00:00,001,2.26,25.11,1.582,0.78,25.0
2026-05-16 19:59:14.414757+00:00,001,2.23,25.11,1.624,0.78,25.0
2026-05-16 19:59:44.425601+00:00,001,2.22,23.83,1.615,0.782,25.0
2026-05-16 20:00:14.422601+00:00,001,2.21,24.47,1.625,0.782,25.0
2026-05-16 20:00:44.425924+00:00,001,2.28,26.17,1.599,0.782,25.0
2026-05-16 20:01:14.435706+00:00,001,2.28,26.17,1.586,0.779,25.0
2026-05-16 20:01:44.443241+00:00,001,2.28,25.96,1.588,0.782,25.0
2026-05-16 20:02:14.446389+00:00,001,2.28,26.39,1.639,0.782,25.0
2026-05-16 20:02:44.465199+00:00,001,2.28,26.17,1.603,0.784,25.0
2026-05-16 20:03:14.482808+00:00,001,2.21,24.68,1.623,0.78,25.0
2026-05-16 20:03:44.490847+00:00,001,2.28,26.17,1.595,0.781,25.0
2026-05-16 20:04:14.498203+00:00,001,2.24,25.32,1.611,0.782,25.0
2026-05-16 20:04:44.499988+00:00,001,2.21,24.04,1.618,0.782,25.0
2026-05-16 20:05:14.500819+00:00,001,2.28,25.96,1.617,0.78,25.0
2026-05-16 20:05:44.518296+00:00,001,2.16,22.13,1.648,0.781,25.0
2026-05-16 20:06:14.529457+00:00,001,2.29,26.39,1.62,0.781,25.0
2026-05-16 20:06:44.543127+00:00,001,2.28,26.39,1.623,0.782,25.0
2026-05-16 20:07:14.554641+00:00,001,2.28,26.39,1.619,0.782,25.0
2026-05-16 20:07:44.554928+00:00,001,2.14,21.49,1.641,0.781,25.0
2026-05-16 20:08:14.561353+00:00,001,2.28,26.39,1.618,0.779,25.0
2026-05-16 20:08:44.572572+00:00,001,2.16,21.91,1.581,0.78,25.0
2026-05-16 20:09:14.578903+00:00,001,2.28,26.17,1.626,0.783,25.0
2026-05-16 20:09:44.593403+00:00,001,2.2,23.41,1.639,0.779,25.0
2026-05-16 20:10:14.593010+00:00,001,2.17,22.55,1.587,0.779,25.0
2026-05-16 20:10:44.595426+00:00,001,2.26,26.17,1.614,0.78,25.0
2026-05-16 20:11:14.600300+00:00,001,2.18,22.98,1.586,0.781,25.0
2026-05-16 20:11:44.609822+00:00,001,2.28,26.6,1.641,0.784,25.0
2026-05-16 20:12:14.628198+00:00,001,2.28,26.17,1.637,0.779,25.0
2026-05-16 20:12:44.630510+00:00,001,2.15,21.7,1.615,0.779,25.0
2026-05-16 20:13:14.646916+00:00,001,2.25,25.75,1.614,0.78,25.0
2026-05-16 20:13:44.659818+00:00,001,2.22,24.68,1.618,0.781,25.0
2026-05-16 20:14:14.669674+00:00,001,2.23,25.11,1.624,0.779,25.0
2026-05-16 20:14:44.682583+00:00,001,2.28,26.81,1.589,0.781,25.0
2026-05-16 20:15:14.689449+00:00,001,2.28,26.17,1.61,0.781,25.0
2026-05-16 20:15:44.693757+00:00,001,2.26,25.96,1.615,0.781,25.0
2026-05-16 20:16:14.695225+00:00,001,2.29,26.81,1.623,0.782,25.0
2026-05-16 20:16:44.702065+00:00,001,2.21,23.83,1.619,0.782,25.0
2026-05-16 20:17:14.715158+00:00,001,2.28,25.96,1.585,0.781,25.0
2026-05-16 20:17:44.723666+00:00,001,2.29,26.39,1.582,0.782,25.0
2026-05-16 20:18:14.741889+00:00,001,2.23,24.9,1.613,0.78,25.0
2026-05-16 20:18:44.747552+00:00,001,2.2,24.47,1.616,0.784,25.0
2026-05-16 20:19:14.764127+00:00,001,2.33,28.09,1.581,0.781,25.0
2026-05-16 20:19:44.764910+00:00,001,2.28,26.39,1.58,0.782,25.0
2026-05-16 20:20:14.767700+00:00,001,2.24,24.9,1.576,0.779,25.0
2026-05-16 20:20:44.771539+00:00,001,2.29,26.39,1.609,0.78,25.0
2026-05-16 20:21:14.776032+00:00,001,2.28,26.39,1.604,0.78,25.0
2026-05-16 20:21:44.786952+00:00,001,2.28,26.6,1.615,0.784,25.0
2026-05-16 20:22:14.798944+00:00,001,2.25,25.11,1.607,0.781,25.0
2026-05-16 20:22:44.811429+00:00,001,2.26,25.75,1.617,0.782,25.0
2026-05-16 20:23:14.835502+00:00,001,2.28,26.39,1.584,0.782,25.0
2026-05-16 20:23:44.845593+00:00,001,2.17,22.77,1.574,0.778,25.0
2026-05-16 20:24:14.851198+00:00,001,2.2,23.62,1.63,0.781,25.0
2026-05-16 20:24:44.853102+00:00,001,2.19,23.83,1.62,0.779,25.0
2026-05-16 20:25:14.865372+00:00,001,2.28,26.6,1.619,0.782,25.0
2026-05-16 20:25:44.880103+00:00,001,2.21,23.83,1.586,0.779,25.0
2026-05-16 20:26:14.877751+00:00,001,2.28,26.6,1.625,0.781,25.0
2026-05-16 20:26:44.891381+00:00,001,2.24,25.54,1.632,0.783,25.0
